sender,unique_mail_no,first_attempt_utc,last_retry_utc,smtp_attempts,host,ip,reject_reason,first_log_line
samuel.yaw-opoku@cug.edu.gh,23,2026-07-14 20:54:22,2026-07-14 20:54:22,1,mail-ej1-f49.google.com,209.85.218.49,Rejected because 209.85.218.49 is in a black list at zen.spamhaus.org,2026-07-14 20:54:22 H=mail-ej1-f49.google.com [209.85.218.49] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<samuel.yaw-opoku@cug.edu.gh> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.218.49 is in a black list at zen.spamhaus.org
samuel.yaw-opoku@cug.edu.gh,24,2026-07-14 21:50:57,2026-07-14 21:50:57,1,mail-ed1-f45.google.com,209.85.208.45,Rejected because 209.85.208.45 is in a black list at zen.spamhaus.org,2026-07-14 21:50:57 H=mail-ed1-f45.google.com [209.85.208.45] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<samuel.yaw-opoku@cug.edu.gh> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.208.45 is in a black list at zen.spamhaus.org
samuel.yaw-opoku@cug.edu.gh,25,2026-07-15 00:20:52,2026-07-15 00:20:52,1,mail-ed1-f54.google.com,209.85.208.54,Rejected because 209.85.208.54 is in a black list at zen.spamhaus.org,2026-07-15 00:20:52 H=mail-ed1-f54.google.com [209.85.208.54] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<samuel.yaw-opoku@cug.edu.gh> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.208.54 is in a black list at zen.spamhaus.org
samuel.yaw-opoku@cug.edu.gh,26,2026-07-15 02:21:44,2026-07-15 02:21:44,1,mail-ed1-f53.google.com,209.85.208.53,Rejected because 209.85.208.53 is in a black list at zen.spamhaus.org,2026-07-15 02:21:44 H=mail-ed1-f53.google.com [209.85.208.53] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<samuel.yaw-opoku@cug.edu.gh> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.208.53 is in a black list at zen.spamhaus.org
samuel.yaw-opoku@cug.edu.gh,27,2026-07-15 04:42:24,2026-07-15 04:42:24,1,mail-ej1-f42.google.com,209.85.218.42,Rejected because 209.85.218.42 is in a black list at zen.spamhaus.org,2026-07-15 04:42:24 H=mail-ej1-f42.google.com [209.85.218.42] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<samuel.yaw-opoku@cug.edu.gh> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.218.42 is in a black list at zen.spamhaus.org
samuel.yaw-opoku@cug.edu.gh,28,2026-07-15 07:02:43,2026-07-15 07:02:43,1,mail-ed1-f52.google.com,209.85.208.52,Rejected because 209.85.208.52 is in a black list at zen.spamhaus.org,2026-07-15 07:02:43 H=mail-ed1-f52.google.com [209.85.208.52] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<samuel.yaw-opoku@cug.edu.gh> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.208.52 is in a black list at zen.spamhaus.org
samuel.yaw-opoku@cug.edu.gh,29,2026-07-15 08:36:42,2026-07-15 08:36:42,1,mail-ej1-f44.google.com,209.85.218.44,Rejected because 209.85.218.44 is in a black list at zen.spamhaus.org,2026-07-15 08:36:42 H=mail-ej1-f44.google.com [209.85.218.44] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<samuel.yaw-opoku@cug.edu.gh> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.218.44 is in a black list at zen.spamhaus.org
samuel.yaw-opoku@cug.edu.gh,30,2026-07-15 11:25:49,2026-07-15 11:25:49,1,mail-ed1-f48.google.com,209.85.208.48,Rejected because 209.85.208.48 is in a black list at zen.spamhaus.org,2026-07-15 11:25:49 H=mail-ed1-f48.google.com [209.85.208.48] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<samuel.yaw-opoku@cug.edu.gh> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.208.48 is in a black list at zen.spamhaus.org
samuel.yaw-opoku@cug.edu.gh,31,2026-07-15 13:54:22,2026-07-15 13:54:22,1,mail-ed1-f47.google.com,209.85.208.47,Rejected because 209.85.208.47 is in a black list at zen.spamhaus.org,2026-07-15 13:54:22 H=mail-ed1-f47.google.com [209.85.208.47] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<samuel.yaw-opoku@cug.edu.gh> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.208.47 is in a black list at zen.spamhaus.org
samuel.yaw-opoku@cug.edu.gh,32,2026-07-15 15:31:16,2026-07-15 15:31:16,1,mail-ed1-f52.google.com,209.85.208.52,Rejected because 209.85.208.52 is in a black list at zen.spamhaus.org,2026-07-15 15:31:16 H=mail-ed1-f52.google.com [209.85.208.52] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<samuel.yaw-opoku@cug.edu.gh> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.208.52 is in a black list at zen.spamhaus.org
samuel.yaw-opoku@cug.edu.gh,33,2026-07-15 18:01:32,2026-07-15 18:01:32,1,mail-ed1-f54.google.com,209.85.208.54,Rejected because 209.85.208.54 is in a black list at zen.spamhaus.org,2026-07-15 18:01:32 H=mail-ed1-f54.google.com [209.85.208.54] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<samuel.yaw-opoku@cug.edu.gh> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.208.54 is in a black list at zen.spamhaus.org
samuel.yaw-opoku@cug.edu.gh,34,2026-07-15 21:21:27,2026-07-15 21:21:27,1,mail-ej1-f41.google.com,209.85.218.41,Rejected because 209.85.218.41 is in a black list at zen.spamhaus.org,2026-07-15 21:21:27 H=mail-ej1-f41.google.com [209.85.218.41] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<samuel.yaw-opoku@cug.edu.gh> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.218.41 is in a black list at zen.spamhaus.org
samuel.yaw-opoku@cug.edu.gh,35,2026-07-16 00:03:18,2026-07-16 00:03:18,1,mail-ej1-f46.google.com,209.85.218.46,Rejected because 209.85.218.46 is in a black list at zen.spamhaus.org,2026-07-16 00:03:18 H=mail-ej1-f46.google.com [209.85.218.46] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<samuel.yaw-opoku@cug.edu.gh> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.218.46 is in a black list at zen.spamhaus.org
samuel.yaw-opoku@cug.edu.gh,36,2026-07-16 02:18:27,2026-07-16 02:18:27,1,mail-ed1-f41.google.com,209.85.208.41,Rejected because 209.85.208.41 is in a black list at zen.spamhaus.org,2026-07-16 02:18:27 H=mail-ed1-f41.google.com [209.85.208.41] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<samuel.yaw-opoku@cug.edu.gh> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.208.41 is in a black list at zen.spamhaus.org
samuel.yaw-opoku@cug.edu.gh,37,2026-07-16 04:03:50,2026-07-16 04:03:50,1,mail-ed1-f52.google.com,209.85.208.52,Rejected because 209.85.208.52 is in a black list at zen.spamhaus.org,2026-07-16 04:03:50 H=mail-ed1-f52.google.com [209.85.208.52] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<samuel.yaw-opoku@cug.edu.gh> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.208.52 is in a black list at zen.spamhaus.org
samuel.yaw-opoku@cug.edu.gh,38,2026-07-16 07:11:04,2026-07-16 07:11:04,1,mail-ed1-f42.google.com,209.85.208.42,Rejected because 209.85.208.42 is in a black list at zen.spamhaus.org,2026-07-16 07:11:04 H=mail-ed1-f42.google.com [209.85.208.42] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<samuel.yaw-opoku@cug.edu.gh> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.208.42 is in a black list at zen.spamhaus.org
samuel.yaw-opoku@cug.edu.gh,39,2026-07-16 10:05:07,2026-07-16 10:05:07,1,mail-ed1-f42.google.com,209.85.208.42,Rejected because 209.85.208.42 is in a black list at zen.spamhaus.org,2026-07-16 10:05:07 H=mail-ed1-f42.google.com [209.85.208.42] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<samuel.yaw-opoku@cug.edu.gh> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.208.42 is in a black list at zen.spamhaus.org
samuel.yaw-opoku@cug.edu.gh,40,2026-07-16 12:17:07,2026-07-16 12:17:07,1,mail-ed1-f41.google.com,209.85.208.41,Rejected because 209.85.208.41 is in a black list at zen.spamhaus.org,2026-07-16 12:17:07 H=mail-ed1-f41.google.com [209.85.208.41] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<samuel.yaw-opoku@cug.edu.gh> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.208.41 is in a black list at zen.spamhaus.org
samuel.yaw-opoku@cug.edu.gh,41,2026-07-16 13:41:04,2026-07-16 14:09:38,3,mail-ed1-f54.google.com,209.85.208.54,Rejected because 209.85.208.54 is in a black list at zen.spamhaus.org,2026-07-16 13:41:04 H=mail-ed1-f54.google.com [209.85.208.54] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<samuel.yaw-opoku@cug.edu.gh> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.208.54 is in a black list at zen.spamhaus.org
samuel.yaw-opoku@cug.edu.gh,42,2026-07-16 14:48:44,2026-07-16 14:48:44,1,mail-wm1-f54.google.com,209.85.128.54,Rejected because 209.85.128.54 is in a black list at zen.spamhaus.org,2026-07-16 14:48:44 H=mail-wm1-f54.google.com [209.85.128.54] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<samuel.yaw-opoku@cug.edu.gh> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.128.54 is in a black list at zen.spamhaus.org
samuel.yaw-opoku@cug.edu.gh,43,2026-07-16 15:21:37,2026-07-16 15:37:10,2,mail-ej1-f48.google.com,209.85.218.48,Rejected because 209.85.218.48 is in a black list at zen.spamhaus.org,2026-07-16 15:21:37 H=mail-ej1-f48.google.com [209.85.218.48] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<samuel.yaw-opoku@cug.edu.gh> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.218.48 is in a black list at zen.spamhaus.org
samuel.yaw-opoku@cug.edu.gh,44,2026-07-16 16:47:33,2026-07-16 16:47:33,1,mail-wm1-f47.google.com,209.85.128.47,Rejected because 209.85.128.47 is in a black list at zen.spamhaus.org,2026-07-16 16:47:33 H=mail-wm1-f47.google.com [209.85.128.47] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<samuel.yaw-opoku@cug.edu.gh> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.128.47 is in a black list at zen.spamhaus.org
samuel.yaw-opoku@cug.edu.gh,45,2026-07-16 17:51:12,2026-07-16 17:51:12,1,mail-wr1-f44.google.com,209.85.221.44,Rejected because 209.85.221.44 is in a black list at zen.spamhaus.org,2026-07-16 17:51:12 H=mail-wr1-f44.google.com [209.85.221.44] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<samuel.yaw-opoku@cug.edu.gh> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.221.44 is in a black list at zen.spamhaus.org
samuel.yaw-opoku@cug.edu.gh,46,2026-07-16 19:17:26,2026-07-16 19:31:46,2,mail-ed1-f51.google.com,209.85.208.51,Rejected because 209.85.208.51 is in a black list at zen.spamhaus.org,2026-07-16 19:17:26 H=mail-ed1-f51.google.com [209.85.208.51] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<samuel.yaw-opoku@cug.edu.gh> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.208.51 is in a black list at zen.spamhaus.org
samuel.yaw-opoku@cug.edu.gh,47,2026-07-16 20:48:21,2026-07-16 20:48:21,1,mail-wm1-f42.google.com,209.85.128.42,Rejected because 209.85.128.42 is in a black list at zen.spamhaus.org,2026-07-16 20:48:21 H=mail-wm1-f42.google.com [209.85.128.42] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<samuel.yaw-opoku@cug.edu.gh> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.128.42 is in a black list at zen.spamhaus.org
samuel.yaw-opoku@cug.edu.gh,48,2026-07-16 22:25:52,2026-07-16 22:25:52,1,mail-wr1-f44.google.com,209.85.221.44,Rejected because 209.85.221.44 is in a black list at zen.spamhaus.org,2026-07-16 22:25:52 H=mail-wr1-f44.google.com [209.85.221.44] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<samuel.yaw-opoku@cug.edu.gh> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.221.44 is in a black list at zen.spamhaus.org
samuel.yaw-opoku@cug.edu.gh,49,2026-07-17 00:34:00,2026-07-17 00:34:00,1,mail-wr1-f49.google.com,209.85.221.49,Rejected because 209.85.221.49 is in a black list at zen.spamhaus.org,2026-07-17 00:34:00 H=mail-wr1-f49.google.com [209.85.221.49] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<samuel.yaw-opoku@cug.edu.gh> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.221.49 is in a black list at zen.spamhaus.org
samuel.yaw-opoku@cug.edu.gh,50,2026-07-17 02:43:49,2026-07-17 02:43:49,1,mail-wr1-f42.google.com,209.85.221.42,Rejected because 209.85.221.42 is in a black list at zen.spamhaus.org,2026-07-17 02:43:49 H=mail-wr1-f42.google.com [209.85.221.42] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<samuel.yaw-opoku@cug.edu.gh> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.221.42 is in a black list at zen.spamhaus.org
samuel.yaw-opoku@cug.edu.gh,51,2026-07-17 05:10:00,2026-07-17 05:10:00,1,mail-wr1-f54.google.com,209.85.221.54,Rejected because 209.85.221.54 is in a black list at zen.spamhaus.org,2026-07-17 05:10:00 H=mail-wr1-f54.google.com [209.85.221.54] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<samuel.yaw-opoku@cug.edu.gh> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.221.54 is in a black list at zen.spamhaus.org
samuel.yaw-opoku@cug.edu.gh,52,2026-07-17 07:17:51,2026-07-17 07:17:51,1,mail-wm1-f47.google.com,209.85.128.47,Rejected because 209.85.128.47 is in a black list at zen.spamhaus.org,2026-07-17 07:17:51 H=mail-wm1-f47.google.com [209.85.128.47] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<samuel.yaw-opoku@cug.edu.gh> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.128.47 is in a black list at zen.spamhaus.org
samuel.yaw-opoku@cug.edu.gh,53,2026-07-17 10:56:33,2026-07-17 10:56:33,1,mail-wr1-f47.google.com,209.85.221.47,Rejected because 209.85.221.47 is in a black list at zen.spamhaus.org,2026-07-17 10:56:33 H=mail-wr1-f47.google.com [209.85.221.47] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<samuel.yaw-opoku@cug.edu.gh> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.221.47 is in a black list at zen.spamhaus.org
samuel.yaw-opoku@cug.edu.gh,54,2026-07-17 14:36:05,2026-07-17 14:36:05,1,mail-wm1-f43.google.com,209.85.128.43,Rejected because 209.85.128.43 is in a black list at zen.spamhaus.org,2026-07-17 14:36:05 H=mail-wm1-f43.google.com [209.85.128.43] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<samuel.yaw-opoku@cug.edu.gh> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.128.43 is in a black list at zen.spamhaus.org
samuel.yaw-opoku@cug.edu.gh,55,2026-07-17 18:11:35,2026-07-17 18:11:35,1,mail-wm1-f49.google.com,209.85.128.49,Rejected because 209.85.128.49 is in a black list at zen.spamhaus.org,2026-07-17 18:11:35 H=mail-wm1-f49.google.com [209.85.128.49] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<samuel.yaw-opoku@cug.edu.gh> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.128.49 is in a black list at zen.spamhaus.org
samuel.yaw-opoku@cug.edu.gh,56,2026-07-17 22:27:40,2026-07-17 22:27:40,1,mail-wr1-f52.google.com,209.85.221.52,Rejected because 209.85.221.52 is in a black list at zen.spamhaus.org,2026-07-17 22:27:40 H=mail-wr1-f52.google.com [209.85.221.52] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<samuel.yaw-opoku@cug.edu.gh> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.221.52 is in a black list at zen.spamhaus.org
samuel.yaw-opoku@cug.edu.gh,57,2026-07-18 01:44:53,2026-07-18 01:44:53,1,mail-wr1-f42.google.com,209.85.221.42,Rejected because 209.85.221.42 is in a black list at zen.spamhaus.org,2026-07-18 01:44:53 H=mail-wr1-f42.google.com [209.85.221.42] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<samuel.yaw-opoku@cug.edu.gh> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.221.42 is in a black list at zen.spamhaus.org
samuel.yaw-opoku@cug.edu.gh,58,2026-07-18 04:55:03,2026-07-18 04:55:03,1,mail-wr1-f54.google.com,209.85.221.54,Rejected because 209.85.221.54 is in a black list at zen.spamhaus.org,2026-07-18 04:55:03 H=mail-wr1-f54.google.com [209.85.221.54] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<samuel.yaw-opoku@cug.edu.gh> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.221.54 is in a black list at zen.spamhaus.org
samuel.yaw-opoku@cug.edu.gh,59,2026-07-18 09:04:30,2026-07-18 09:04:30,1,mail-wr1-f43.google.com,209.85.221.43,Rejected because 209.85.221.43 is in a black list at zen.spamhaus.org,2026-07-18 09:04:30 H=mail-wr1-f43.google.com [209.85.221.43] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<samuel.yaw-opoku@cug.edu.gh> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.221.43 is in a black list at zen.spamhaus.org
samuel.yaw-opoku@cug.edu.gh,60,2026-07-18 14:04:28,2026-07-18 14:04:28,1,mail-wr1-f43.google.com,209.85.221.43,Rejected because 209.85.221.43 is in a black list at zen.spamhaus.org,2026-07-18 14:04:28 H=mail-wr1-f43.google.com [209.85.221.43] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<samuel.yaw-opoku@cug.edu.gh> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.221.43 is in a black list at zen.spamhaus.org
samuel.yaw-opoku@cug.edu.gh,61,2026-07-18 18:28:27,2026-07-18 18:28:27,1,mail-wr1-f45.google.com,209.85.221.45,Rejected because 209.85.221.45 is in a black list at zen.spamhaus.org,2026-07-18 18:28:27 H=mail-wr1-f45.google.com [209.85.221.45] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<samuel.yaw-opoku@cug.edu.gh> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.221.45 is in a black list at zen.spamhaus.org
samuel.yaw-opoku@cug.edu.gh,62,2026-07-18 22:36:10,2026-07-18 22:36:10,1,mail-wr1-f41.google.com,209.85.221.41,Rejected because 209.85.221.41 is in a black list at zen.spamhaus.org,2026-07-18 22:36:10 H=mail-wr1-f41.google.com [209.85.221.41] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<samuel.yaw-opoku@cug.edu.gh> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.221.41 is in a black list at zen.spamhaus.org
samuel.yaw-opoku@cug.edu.gh,63,2026-07-19 04:27:02,2026-07-19 04:27:02,1,mail-wr1-f43.google.com,209.85.221.43,Rejected because 209.85.221.43 is in a black list at zen.spamhaus.org,2026-07-19 04:27:02 H=mail-wr1-f43.google.com [209.85.221.43] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<samuel.yaw-opoku@cug.edu.gh> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.221.43 is in a black list at zen.spamhaus.org
samuel.yaw-opoku@cug.edu.gh,64,2026-07-19 08:52:54,2026-07-19 08:52:54,1,mail-wr1-f48.google.com,209.85.221.48,Rejected because 209.85.221.48 is in a black list at zen.spamhaus.org,2026-07-19 08:52:54 H=mail-wr1-f48.google.com [209.85.221.48] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<samuel.yaw-opoku@cug.edu.gh> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.221.48 is in a black list at zen.spamhaus.org
samuel.yaw-opoku@cug.edu.gh,65,2026-07-19 13:10:58,2026-07-19 13:10:58,1,mail-wr1-f45.google.com,209.85.221.45,Rejected because 209.85.221.45 is in a black list at zen.spamhaus.org,2026-07-19 13:10:58 H=mail-wr1-f45.google.com [209.85.221.45] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<samuel.yaw-opoku@cug.edu.gh> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.221.45 is in a black list at zen.spamhaus.org
samuel.yaw-opoku@cug.edu.gh,66,2026-07-19 19:45:40,2026-07-19 19:45:40,1,mail-wm1-f46.google.com,209.85.128.46,Rejected because 209.85.128.46 is in a black list at zen.spamhaus.org,2026-07-19 19:45:40 H=mail-wm1-f46.google.com [209.85.128.46] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<samuel.yaw-opoku@cug.edu.gh> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.128.46 is in a black list at zen.spamhaus.org
gekymedia@gmail.com,1,2026-07-21 09:48:53,2026-07-21 09:56:32,4,mail-oi1-f181.google.com,209.85.167.181,Rejected because 209.85.167.181 is in a black list at zen.spamhaus.org,2026-07-21 09:48:53 H=mail-oi1-f181.google.com [209.85.167.181] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<gekymedia@gmail.com> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.167.181 is in a black list at zen.spamhaus.org
